Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"Francie on the run /","Van Stockum, Hilda,",7737,7813,1,Fiction,"[Fic] VAN",,,,,,
"Friendly Gables /","Van Stockum, Hilda,",7735,7811,1,Fiction,"[Fic] VAN",,,,,,
"Pegeen /","Van Stockum, Hilda,",7733,7809,1,Fiction,"[Fic] VAN",,,,,,
"The Mitchells :","Van Stockum, Hilda,",7736,7812,1,Fiction,"[Fic] VAN",,,,,,
"The Rumpelstiltskin problem /","Vande Velde, Vivian.",10847,10954,1,Fiction,"[Fic] Vel",,,,,,
"20,000 leagues under the sea /",,8450,8532,1,Fiction,"[Fic] Ver",,,,,,
"A Journey to the Center of the Earth","James, Raymond.",2280,2313,1,Fiction,"[Fic] Ver",,,,,,
"A journey to the center of the earth /","Verne, Jules,",8261,8340,1,Fiction,"[Fic] Ver",,,,,,
"A journey to the center of the earth /","Verne, Jules,",10369,10469,1,Fiction,"[Fic] Ver",,,,,,
"Around the world in 80 days /","Verne, Jules,",10891,10998,1,Fiction,"[Fic] Ver",,,,,,
"Ivanhoe /","Scott, Walter,",9900,9998,1,Fiction,"[Fic] VOG",,,,,,
"Young Fredle /","Voigt, Cynthia.",10846,10953,1,Fiction,"[Fic] Voi",,,,,,
"Mr. Lincoln's drummer /","Wisler, G. Clifton.",10032,10131,1,Fiction,"[Fic] W",,,,,,
"Stuart Little /","White, E. B.",7798,7874,1,Fiction,"[Fic] W",,,,,,
"Stuart Little /","White, E. B.",7799,7875,1,Fiction,"[Fic] W",,,,,,
"The chocolate sundae mystery /","Warner, Gertrude Chandler,",10851,10958,1,"Easy Readers","[Fic] W",,,,,,
"No dogs allowed! /","Wallace, Bill,",9965,10063,1,Fiction,"[Fic] Wal",,,,,,
"Outlaws of Ravenhurst study edition /","Wallace, Mary Imelda,",7883,7960,1,Fiction,"[Fic] wal",,,,,,
"Peppermints in the parlor /","Wallace, Barbara Brooks,",8013,8091,1,Fiction,"[Fic] Wal",,,,,,
"The pick of the litter /","Wallace, Bill,",9995,10093,1,"Juvenile Literature","[Fic] WAL",,,,,,
"Upchuck and the Rotten Willy /","Wallace, Bill,",11372,11480,1,Fiction,"[Fic] Wal",,,,,,
"Benny Uncovers a Mystery #19","Warner, Gertrude Chandler,",1652,1677,1,"Juvenile Literature","[Fic] War",,,,,,
"Benny Uncovers a Mystery #19","Warner, Gertrude Chandler,",3527,3567,1,"Juvenile Literature","[Fic] War",,,,,,
"Bicycle Mystery #15","Warner, Gertrude Chandler,",3495,3535,1,"Juvenile Literature","[Fic] War",,,,,,
"Bicycle Mystery #15","Warner, Gertrude Chandler,",3496,3536,1,"Juvenile Literature","[Fic] War",,,,,,
"Blue Bay Mystery #6","Warner, Gertrude Chandler,",10853,10960,1,"Easy Readers","[Fic] War ",,,,,,
"Blue Bay Mystery #6","Warner, Gertrude Chandler,",10860,10967,1,"Juvenile Literature","[Fic] War",,,,,,
"Bus Station Mystery #18","Warner, Gertrude Chandler,",3526,3566,1,"Juvenile Literature","[Fic] War",,,,,,
"Bus Station Mystery #18","Warner, Gertrude Chandler,",10866,10973,1,"Juvenile Literature","[Fic] War",,,,,,
"Caboose Mystery #11","Warner, Gertrude Chandler,",3472,3512,1,"Juvenile Literature","[Fic] War",,,,,,
"Caboose Mystery #11","Warner, Gertrude Chandler,",3473,3513,1,"Juvenile Literature","[Fic] War",,,,,,
"Caboose Mystery #11","Warner, Gertrude Chandler,",3474,3514,1,"Juvenile Literature","[Fic] War",,,,,,
"Houseboat mystery.","Warner, Gertrude Chandler,",10854,10961,1,"Juvenile Literature","[Fic] War",,,,,,
"Houseboat mystery.","Warner, Gertrude Chandler,",10855,10962,1,"Juvenile Literature","[Fic] War",,,,,,
"Mike's Mystery #5","Warner, Gertrude Chandler,",3462,3502,1,"Juvenile Literature","[Fic] War",,,,,,
"Mike's Mystery #5","Warner, Gertrude Chandler,",3463,3503,1,"Juvenile Literature","[Fic] War",,,,,,
"Mike's Mystery #5","Warner, Gertrude Chandler,",10858,10965,1,"Juvenile Literature","[Fic] War",,,,,,
"Mystery Behind the Wall #17","Warner, Gertrude Chandler,",1470,1494,1,"Juvenile Literature","[Fic] War",,,,,,
"Mystery Behind the Wall #17","Warner, Gertrude Chandler,",3405,3445,1,"Juvenile Literature","[Fic] War",,,,,,
"Mystery Behind the Wall #17","Warner, Gertrude Chandler,",3501,3541,1,"Juvenile Literature","[Fic] War",,,,,,
"Mystery in the cave /","Warner, Gertrude Chandler,",10870,10977,1,"Juvenile Literature","[Fic] War",,,,,,
"Mystery in the cave /","Warner, Gertrude Chandler,",10871,10978,1,"Juvenile Literature","[Fic] War",,,,,,
"Mystery in the Sand #16","Warner, Gertrude Chandler,",3497,3537,1,"Juvenile Literature","[Fic] War",,,,,,
"Mystery in the Sand #16","Warner, Gertrude Chandler,",3498,3538,1,"Juvenile Literature","[Fic] War",,,,,,
"Mystery in the Sand #16","Warner, Gertrude Chandler,",3499,3539,1,"Juvenile Literature","[Fic] War",,,,,,
"Mystery Ranch #4","Warner, Gertrude Chandler,",2155,2188,1,"Juvenile Literature","[Fic] War",,,,,,
"Mystery Ranch #4","Warner, Gertrude Chandler,",2806,2844,1,Fiction,"[Fic] War",,,,,,
"Mystery Ranch #4","Warner, Gertrude Chandler,",3461,3501,1,"Juvenile Literature","[Fic] War",,,,,,
"Schoolhouse Mystery #10","Warner, Gertrude Chandler,",10863,10970,1,"Juvenile Literature","[Fic] War ",,,,,,
"Snowbound Mystery #13","Warner, Gertrude Chandler,",3493,3533,1,"Juvenile Literature","[Fic] War",,,,,,
"Snowbound Mystery #13","Warner, Gertrude Chandler,",10864,10971,1,"Juvenile Literature","[Fic] War",,,,,,
"The Amusement Park Mystery #25","Warner, Gertrude Chandler,",3636,3677,1,"Juvenile Literature","[Fic] War",,,,,,
"The Animal Shelter Mystery #22","Warner, Gertrude Chandler,",3531,3571,1,"Juvenile Literature","[Fic] War",,,,,,
"The Animal Shelter Mystery #22","Warner, Gertrude Chandler,",3532,3572,1,"Juvenile Literature","[Fic] War",,,,,,
"The Boxcar Children #1","Warner, Gertrude Chandler,",3331,3370,1,"Juvenile Literature","[Fic] War",,,,,,
"The Canoe Trip Mystery #42","Warner, Gertrude Chandler,",10867,10974,1,"Juvenile Literature","[Fic] War ",,,,,,
"The cereal box mystery /","Warner, Gertrude Chandler,",10874,10981,1,"Juvenile Literature","[Fic] War",,,,,,
"The Chocolate Sundae Mystery #46","Warner, Gertrude Chandler,",5950,6009,1,"Juvenile Literature","[Fic] War",,,,,,
"The Copycat Mystery #99","Warner, Gertrude Chandler,",2805,2843,1,Fiction,"[Fic] War",,,,,,
"The Deserted Library Mystery #21","Warner, Gertrude Chandler,",3528,3568,1,"Juvenile Literature","[Fic] War",,,,,,
"The Deserted Library Mystery #21","Warner, Gertrude Chandler,",3529,3569,1,"Juvenile Literature","[Fic] War",,,,,,
"The Deserted Library Mystery #21","Warner, Gertrude Chandler,",3530,3570,1,"Juvenile Literature","[Fic] War",,,,,,
"The disappearing friend mystery /","Warner, Gertrude Chandler,",11838,11949,1,"Easy Readers","[Fic] War",,,,,,
"The Haunted Cabin Mystery #20","Warner, Gertrude Chandler,",1469,1493,1,"Juvenile Literature","[Fic] War",,,,,,
"The Hockey Mystery #95","Warner, Gertrude Chandler,",2808,2846,1,Fiction,"[Fic] War",,,,,,
"The Lighthouse Mystery #8","Warner, Gertrude Chandler,",2807,2845,1,"Juvenile Literature","[Fic] War",,,,,,
"The Lighthouse Mystery #8","Warner, Gertrude Chandler,",3468,3508,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery at the Alamo /","Warner, Gertrude Chandler,",10873,10980,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery at the Crooked House /","Warner, Gertrude Chandler,",10879,10986,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery at the Crooked House /","Warner, Gertrude Chandler,",10880,10987,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery at the fair /","Warner, Gertrude Chandler,",10859,10966,1,"Juvenile Literature","[Fic] War",,,,,,
"The Mystery Cruise #29","Warner, Gertrude Chandler,",3638,3679,1,Series,"[Fic] War",,,,,,
"The Mystery in Washington, D.C.","Warner, Gertrude Chandler,",6756,6819,1,Fiction,"[Fic] WAR",,,,,,
"The mystery of the empty safe /","Warner, Gertrude Chandler,",10877,10984,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery of the hidden beach /","Warner, Gertrude Chandler,",10868,10975,1,"Juvenile Literature","[Fic] War",,,,,,
"The Mystery of the Hidden Painting #24","Warner, Gertrude Chandler,",3536,3576,1,"Juvenile Literature","[Fic] War",,,,,,
"The Mystery of the Hidden Painting #24","Warner, Gertrude Chandler,",3537,3577,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery of the missing cat /","Warner, Gertrude Chandler,",10850,10957,1,"Easy Readers","[Fic] War",,,,,,
"The Mystery of the Mummy's Curse #106","Warner, Gertrude Chandler,",2281,2314,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery of the secret message /","Warner, Gertrude Chandler,",10872,10979,1,"Juvenile Literature","[Fic] War",,,,,,
"The Mystery of the Star Ruby #107","Warner, Gertrude Chandler,",2151,2184,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery of the stolen boxcar /","Warner, Gertrude Chandler,",10856,10963,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery of the stolen sword /","Warner, Gertrude Chandler,",10875,10982,1,"Juvenile Literature","[Fic] War",,,,,,
"The Mystery of the Wild Ponies #77","Warner, Gertrude Chandler,",1655,1680,1,"Juvenile Literature","[Fic] War",,,,,,
"The Mystery of the Wild Ponies #77","Warner, Gertrude Chandler,",10878,10985,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery on stage /","Warner, Gertrude Chandler,",10869,10976,1,"Juvenile Literature","[Fic] War",,,,,,
"The mystery on the ice /","Warner, Gertrude Chandler,",11395,11503,1,Fiction,"[Fic] War",,,,,,
"The Old Motel Mystery #23","Warner, Gertrude Chandler,",3533,3573,1,"Juvenile Literature","[Fic] War",,,,,,
"The Old Motel Mystery #23","Warner, Gertrude Chandler,",3534,3574,1,"Juvenile Literature","[Fic] War",,,,,,
"The Old Motel Mystery #23","Warner, Gertrude Chandler,",3535,3575,1,"Juvenile Literature","[Fic] War",,,,,,
"The poison frog mystery /","Warner, Gertrude Chandler,",10876,10983,1,"Juvenile Literature","[Fic] War",,,,,,
"The Windy City Mystery","Warner, Gertrude Chandler,",2153,2186,1,"Juvenile Literature","[Fic] War",,,,,,
"The Windy City Mystery","Warner, Gertrude Chandler,",10862,10969,1,"Juvenile Literature","[Fic] War",,,,,,
"The Woodshed Mystery #7","Warner, Gertrude Chandler,",3465,3505,1,"Juvenile Literature","[Fic] War",,,,,,
"The Woodshed Mystery #7","Warner, Gertrude Chandler,",3466,3506,1,"Juvenile Literature","[Fic] War",,,,,,
"The Woodshed Mystery #7","Warner, Gertrude Chandler,",3467,3507,1,"Juvenile Literature","[Fic] War",,,,,,
"The Yellow House Mystery #3","Warner, Gertrude Chandler,",10857,10964,1,"Juvenile Literature","[Fic] War ",,,,,,
"Tree House Mystery #14","Warner, Gertrude Chandler,",3494,3534,1,"Juvenile Literature","[Fic] War",,,,,,
"Tree House Mystery #14","Warner, Gertrude Chandler,",10865,10972,1,"Juvenile Literature","[Fic] War",,,,,,
"Red Sails to Capri","Weil, Ann,",1914,1944,1,Fiction,"[Fic] Wei",,,,,,
"The Time Machine ","Wells, H. G.",5108,5166,1,"Staff Use","[Fic] Wel",,,,,,
"The Time Machine ","Wells, H. G.",5109,5167,1,"Staff Use","[Fic] Wel",,,,,,
"The Time Machine ","Wells, H. G.",5110,5168,1,"Staff Use","[Fic] Wel",,,,,,
"The Time Machine ","Wells, H. G.",5111,5169,1,"Staff Use","[Fic] Wel",,,,,,
"The Time Machine ","Wells, H. G.",5112,5170,1,"Staff Use","[Fic] Wel",,,,,,
"The Time Machine ","Wells, H. G.",5113,5171,1,"Staff Use","[Fic] Wel",,,,,,
"The Time Machine",,6434,6496,1,Fiction,"[Fic] Wel",,,,,,
"The war of the worlds /","Evans, Mary Ann.",8298,8378,1,Fiction,"[Fic] Wel",,,,,,
"The War of the Worlds- Abridged","Vogel, Malvina G.",6310,6372,1,Fiction,"[Fic] Wel",,,,,,
"The Time Machine- abridged","Wells, H. G.",5733,5792,1,Fiction,"[Fic] Wel Abr",,,,,,
"The Time Machine- abridged","Wells, H. G.",8790,8874,1,Fiction,"[Fic] Wel Abr",,,,,,
"Charlotte's web.","White, E. B.",2984,3022,1,Fiction,"[Fic] Whi",,,,,,
"Charlotte's web.","White, E. B.",2985,3023,1,Fiction,"[Fic] Whi",,,,,,
"Charlotte's web.","White, E. B.",2986,3024,1,Fiction,"[Fic] Whi",,,,,,
"Charlotte's web.","White, E. B.",2988,3026,1,Fiction,"[Fic] Whi",,,,,,
"Charlotte's web.","White, E. B.",8758,8842,1,"4th grade classroom","[Fic] Whi",,,,,,
"Charlotte's web.","White, E. B.",8759,8843,1,"4th grade classroom","[Fic] Whi",,,,,,
"Charlotte's web.","White, E. B.",8760,8844,1,"4th grade classroom","[Fic] Whi",,,,,,
"Charlotte's web.","White, E. B.",8761,8845,1,"4th grade classroom","[Fic] Whi",,,,,,
"Charlotte's web.","White, E. B.",8762,8846,1,"4th grade classroom","[Fic] Whi",,,,,,
"Charlotte's web.","White, E. B.",8763,8847,1,Fiction,"[Fic] Whi",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2107,2140,1,"Staff Use","[Fic] Whi",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2108,2141,1,"Staff Use","[Fic] Whi",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2109,2142,1,"Staff Use","[Fic] Whi",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2110,2143,1,"Staff Use","[Fic] Whi",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2138,2171,1,"Staff Use","[Fic] Whi",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2139,2172,1,"Staff Use","[Fic] Whi",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2141,2174,1,"Staff Use","[Fic] Whi",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2142,2175,1,"Staff Use","[Fic] Whi",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2202,2235,1,"Staff Use","[Fic] Whi",,,,,,
"The Story of Junípero Serra, Brave Adventurer","White, Florence Meiman,",2495,2531,1,"Staff Use","[Fic] Whi",,,,,,
"The trumpet of the swan","White, E. B.",10308,10408,1,Fiction,"[Fic] Whi",,,,,,
"The trumpet of the swan","White, E. B.",11268,11376,1,Fiction,"[Fic] Whi",,,,,,
"The trumpet of the swan","White, E. B.",12009,12124,1,Fiction,"[Fic] Whi",,,,,,
"John Treegate's Musket","Wibberley, Leonard,",5741,5800,1,Fiction,"[Fic] Wib",,,,,,
"Journey to Untor","Wibberley, Leonard,",11290,11398,1,Fiction,"[Fic] Wib",,,,,,
"Sea Captain from Salem /","Wibberley, Leonard,",6478,6540,1,Fiction,"[Fic] Wib",,,,,,
"Rebecca of Sunnybrook Farm /Abr","McFadden, Deanna.",1164,1181,1,Fiction,"[Fic] Wig",,,,,,
"Each Little Bird that Sings ","Wiles, Deborah",6350,6412,1,Fiction,"[Fic] Wil",,,,,,
"Laura's ma :",,8170,8250,1,"Easy Readers","[Fic] Wil",,,,,,
"Rose Faces the Music ","Williams, L. E.",6316,6378,1,Series,"[Fic] Wil",,,,,,
"The high rise glorious skittle skat roarious sky pie angel food cake /","Willard, Nancy.",10996,11103,1,Fiction,"[Fic] Wil",,,,,,
"The Picture of Dorian Gray","Wilde, Oscar,",6734,6797,1,Fiction,"[Fic] WIL",,,,,,
"Farmer Boy","Wilder, Laura Ingalls,",3362,3401,1,Series,"[Fic] Wil 2",,,,,,
"Little House on the Prairie /","Wilder, Laura Ingalls,",7848,7925,1,Fiction,"[Fic] Wil 3",,,,,,
"On the Banks of Plum Creek","Wilder, Laura Ingalls,",7847,7924,1,Fiction,"[Fic] Wil 4",,,,,,
"Little Town on the Prairie","Wilder, Laura Ingalls,",7846,7923,1,Fiction,"[Fic] Wil 6",,,,,,
"The Virginian","Wister, Owen,",2948,2986,1,Fiction,"[Fic] Wis",,,,,,
"Minute Mysteries 2 :","Witkowski, Teri.",1649,1674,1,"Juvenile Literature","[Fic] Wit",,,,,,
"Dear Levi :","Woodruff, Elvira.",10210,10309,1,"Juvenile Literature","[Fic] WOO",,,,,,
"George Washington's socks /","Woodruff, Elvira.",9334,9428,1,Fiction,"[Fic] Woo",,,,,,
"George Washington's socks /","Woodruff, Elvira.",9895,9993,1,Fiction,"[Fic] WOO",,,,,,
"George Washington's socks /","Woodruff, Elvira.",10812,10919,1,Fiction,"[Fic] Woo",,,,,,
"Night outside /","Wrightson, Patricia.",10117,10216,1,Fiction,"[Fic] WRI",,,,,,
"The Swiss Family Robinson- Abridged","Wyss, Johann David,",3126,3164,1,Fiction,"[Fic] Wys",,,,,,
"The Swiss Family Robinson- Abridged","Wyss, Johann David,",10785,10892,1,Fiction,"[Fic] Wys",,,,,,
"Dragonwings /","Yep, Laurence,",10426,10527,1,Fiction,"[Fic] YEP",,,,,,
"The Small Potatoes Club",,3393,3432,1,"Juvenile Literature","[Fic] Z",,,,,,
"Time cat :","Alexander, Lloyd.",8481,8563,1,Fiction,[Fic]A,,,,,,
"The many troubles of Andy Russell /","Adler, David A.",8250,8330,1,Fiction,[Fic]Adl,,,,,,
"The beggars' Christmas /","Aurelio, John.",7887,7964,1,Storage,[Fic]Aur,,,,,,
"The beggars' Christmas /","Aurelio, John.",11171,11279,1,Storage,[Fic]Aur,,,,,,
"The mad scientists' club /","Brinley, Bertrand R.",10756,10863,1,Fiction,[Fic]B,,,,,,
"Colt on Christmas Eve /","Baglio, Ben M.",8812,8896,1,Fiction,[Fic]bag,,,,,,
"Peter and the Starcatchers /","Barry, Dave.",7904,7981,1,Fiction,[Fic]Bar,,,,,,
"Peter and the Starcatchers /","Barry, Dave.",9942,10040,1,"Juvenile Literature",[Fic]Bar,,,,,,
"Peter Pan /","Arneson, D. J.",8304,8384,1,Fiction,[Fic]Bar,,,,,,
"Peter Pan /","Arneson, D. J.",11863,11974,1,Fiction,[Fic]Bar,,,,,,
"Paddington takes to TV.","Bond, Michael.",8961,9045,1,Fiction,[Fic]Bon,,,,,,
"The mad scientists' club /","Brinley, Bertrand R.",7752,7828,1,Fiction,[Fic]Bri,,,,,,
"The curse of Ravenscourt :","Buckey, Sarah Masters,",8894,8978,1,Fiction,[Fic]Buc,,,,,,
"The Dark Hills divide /","Carman, Patrick.",7759,7835,1,Fiction,[Fic]CAR,,,,,,
"The tenth city /","Carman, Patrick.",7760,7836,1,Fiction,[Fic]CAR,,,,,,
"The tenth city /","Carman, Patrick.",8115,8195,1,Fiction,[Fic]CAR,,,,,,
"Cattle cars.","Chandler, Edna Walker.",8897,8981,1,Fiction,[fic]Chandler,,,,,,
"Miracle on 34th Street /","Davies, Valentine,",8412,8493,1,Storage,[Fic]D,,,,,,
"The wonderful story of Henry Sugar, and six more /","Dahl, Roald.",9316,9409,1,Fiction,[Fic]DAH,,,,,,
"The wonderful story of Henry Sugar, and six more /","Dahl, Roald.",9472,9567,1,Fiction,[Fic]DAH,,,,,,
"The fantastic flying journey /","Durrell, Gerald,",8960,9044,1,Fiction,[Fic]Dur,,,,,,
"Play with me;","Ets, Marie Hall,",7812,7889,1,CRK,[Fic]E,,,,,,
"Mandy /","Edwards, Julie,",7896,7973,1,Fiction,[Fic]Edw,,,,,,
"A toad for Tuesday","Erickson, Russell E.",11890,12001,1,Fiction,[Fic]Eric,,,,,,
"Rufus M. /","Estes, Eleanor,",8869,8953,1,Fiction,[Fic]Est,,,,,,
"The black stallion /","Farley, Walter,",8017,8095,1,Fiction,[Fic]Far,,,,,,
"George Washington's breakfast.","Fritz, Jean.",8882,8966,1,Fiction,[Fic]Fri,,,,Withdrawn,,
"The cabin faced west.","Fritz, Jean.",8016,8094,1,Fiction,[Fic]Fri,,,,,,
"Igraine the brave /","Funke, Cornelia Caroline.",8014,8092,1,Fiction,[Fic]Fun,,,,,,
"Logan Pryce makes a mess /","Gilmore, Grace,",9272,9364,1,Fiction,[Fic]Gil,,,,,,
"Logan Pryce makes a mess /","Gilmore, Grace,",10348,10448,1,Fiction,[Fic]Gil,,,,,,
"The lucky wheel /","Gilmore, Grace.",9212,9302,1,"Easy Readers",[Fic]Gil,,,,,,
"The case of the fantastic footprints :","Hildick, E. W.",8888,8972,1,Fiction,[Fic]Hil,,,,,,
"The case of the secret scribbler /","Hildick, E. W.",8887,8971,1,Fiction,[Fic]Hil,,,,,,
"Bartlett and the City of Flames / by Odo Hirsch ; [illustrations by Andrew McLean].","Hirsch, Odo.",8308,8388,1,Fiction,[Fic]Hir,,,,,,
"Bartlett and the ice voyage /","Hirsch, Odo.",8307,8387,1,Fiction,[Fic]Hir,,,,,,
"Hazel Green /","Hirsch, Odo.",8249,8329,1,Fiction,[Fic]Hir,,,,,,
"Time stops for no mouse :","Hoeye, Michael.",7825,7902,1,Fiction,[Fic]Hoe,,,,,,
"Time stops for no mouse :","Hoeye, Michael.",8478,8560,1,Fiction,[Fic]Hoe,,,,,,
"Noelle of The nutcracker /","Jane, Pamela.",7886,7963,1,Storage,[Fic]jan,,,,,,
"The Akhenaten adventure /","Kerr, Philip.",7891,7968,1,Fiction,[Fic]Ker,,,,,,
"The Akhenaten adventure /","Kerr, Philip.",8975,9059,1,Fiction,[Fic]Ker,,,,,,
"The tail of Emily Windsnap /","Kessler, Liz.",8360,8441,1,Fiction,[Fic]Kes,,,,,,
"Lady Lollipop /","King-Smith, Dick.",11848,11959,1,Fiction,[Fic]Kin,,,,,,
"Journey to an 800 number /","Konigsburg, E. L.",8902,8986,1,Fiction,[Fic]kon,,,,,,
"The austere academy /","Snicket, Lemony.",8293,8373,1,Series,[Fic]Lem,,,,,,
"The end /","Snicket, Lemony.",8294,8374,1,Series,[Fic]Lem,,,,,,
"The ersatz elevator /","Snicket, Lemony.",8297,8377,1,Series,[Fic]Lem,,,,,,
"The vile village /","Snicket, Lemony.",8296,8376,1,Series,[Fic]Lem,,,,,,
"A swiftly tilting planet /","L'Engle, Madeleine.",7889,7966,1,Fiction,[Fic]L'EN,,,,,,
"The true gift :","MacLachlan, Patricia.",7869,7946,1,Fiction,[Fic]M,,,,,,
"Miss Pickerell and the weather satellite,","MacGregor, Ellen.",9284,9376,1,Fiction,[Fic]Mac,,,,,,
"Miss Pickerell harvests the sea,","MacGregor, Ellen.",9286,9378,1,Fiction,[Fic]mac,,,,,,
"Miss Pickerell meets Mr. H.U.M.,","MacGregor, Ellen.",9290,9382,1,Fiction,[Fic]Mac,,,,,,
"Miss Pickerell on the trail /","MacGregor, Ellen.",9287,9379,1,Fiction,[Fic]Mac,,,,,,
"Miss Pickerell tackles the energy crisis /","MacGregor, Ellen.",9289,9381,1,Fiction,[Fic]Mac,,,,,,
"The Blue Sword /","McKinley, Robin.",7910,7987,1,Fiction,[Fic]McK,,,,,,
"The hero and the crown /","McKinley, Robin.",7911,7988,1,Fiction,[Fic]McK,,,,,,
"The magic city /","Nesbit, E.",9165,9255,1,Fiction,[Fic]Nes,,,,,,
"Bridge to Terabithia /","Paterson, Katherine.",11850,11961,1,Fiction,[Fic]Pat,,,,,,
"The Westing game /","Raskin, Ellen.",8007,8085,1,Fiction,[Fic]Ras,,,,,,
"The Westing game /","Raskin, Ellen.",10979,11086,1,Fiction,[Fic]Ras,,,,,,
"Custer and Crazy Horse :","Razzi, Jim.",8898,8982,1,Fiction,[Fic]raz,,,,,,
"Red Hugh, Prince of Donegal /","Reilly, Robert T.",7906,7983,1,Fiction,[Fic]Rei,,,,,,
"In Grandma's attic /","Richardson, Arleta.",12006,12121,1,Fiction,[Fic]RIC,,,,,,
"The journal of Jasper Jonathan Pierce, a Pilgrim boy /","Rinaldi, Ann.",8021,8099,1,Series,[Fic]Rin,,,,,,
"The return of the dragon /","Rupp, Rebecca.",8361,8442,1,Fiction,[Fic]Rup,,,,,,
"Rush Revere and the brave pilgrims :","Limbaugh, Rush H.",11998,12113,1,Fiction,[Fic]Rus,,,,,,
"Rush Revere and the first patriots :","Limbaugh, Rush H.",11984,12099,1,Fiction,[Fic]RUS,,,,,,
"The Reb and the Redcoats /","Savery, Constance.",7885,7962,1,Fiction,[Fic]sav,,,,,,
"It's all Greek to me /","Scieszka, Jon.",8948,9032,1,Fiction,[Fic]Sci,,,,,,
"Knights of the kitchen table /","Scieszka, Jon.",7893,7970,1,Fiction,[Fic]Sci,,,,,,
"Sam Samurai /","Scieszka, Jon.",8950,9034,1,Fiction,[Fic]Sci,,,,,,
"Summer reading is killing me! /","Scieszka, Jon.",8947,9031,1,Fiction,[Fic]Sci,,,,,,
"The good, the bad, and the goofy /","Scieszka, Jon.",8949,9033,1,Fiction,[Fic]Sci,,,,,,
"Tut, tut /","Scieszka, Jon.",8886,8970,1,Fiction,[Fic]Sci,,,,,,
"The penultimate peril /","Snicket, Lemony.",8309,8389,1,Series,[Fic]Sni,,,,,,
"The wide window /","Snicket, Lemony.",7892,7969,1,Series,[Fic]SNI,,,,,,
"The wide window /","Snicket, Lemony.",8271,8351,1,Series,[Fic]SNI,,,,,,
"Encyclopedia Brown and the case of the disgusting sneakers /","Sobol, Donald J.,",7773,7849,1,Fiction,[Fic]Sob,,,,,,
"Encyclopedia Brown's book of wacky spies /","Sobol, Donald J.,",8901,8985,1,Fiction,[Fic]sobol,,,,,,
"The sign of the beaver /","Speare, Elizabeth George.",7844,7921,1,Fiction,[Fic]Spe,,,,,,
"Lionclaw, a tale of Rowan Hood /","Springer, Nancy.",7755,7831,1,Fiction,[Fic]Spr,,,,,,
"Outlaw princess of Sherwood :","Springer, Nancy.",7756,7832,1,Fiction,[Fic]SPR,,,,,,
"Rowan Hood returns :","Springer, Nancy.",7757,7833,1,Fiction,[Fic]Spr,,,,,,
"A ballad of the Civil War /","Stolz, Mary,",8891,8975,1,Fiction,[Fic]sto,,,,,,
"Great escapes of World War II /","Sullivan, George,",9419,9514,1,,[Fic]Sul,,,,,,
"A reward for Josefina /","Tripp, Valerie,",8416,8497,1,"Easy Readers",[Fic]T,,,,,,
"Peter Pan /","Barrie, J. M.",11874,11985,1,Fiction,"Fict [Bar]",,,,,,
"Lord of the flies :","Golding, William,",8019,8097,1,Fiction,"[fict] gol",,,,,,
"The Scarlet Pimpernel.","Orczy, Emmuska Orczy,",7681,7756,1,Fiction,"FICT ORC",,,,,,
"The one-eyed giant /","Osborne, Mary Pope.",11937,12050,1,Fiction,"Fict [Osb]",,,,,,
"The wonder clock;","Pyle, Howard,",7682,7757,1,Fiction,"[Fict] Pyl",,,,,,
"Miss Bianca in the salt mines.","Sharp, Margery,",11813,11924,1,Fiction,"Fict (Sha)",,,,,,
"A hive of busy bees /","Williams, Effie Mae Hency.",11885,11996,1,Fiction,"[Fict] Will",,,,,,
"Mare in the meadow /","Baglio, Ben M.",8814,8898,1,Fiction,{fict}BAG,,,,,,
"Hans Brinker;","Dodge, Mary Mapes,",8966,9050,1,Fiction,[Fict]Dod,,,,,,
"The mystery at midnight.",,11222,11330,1,Fiction,[Fict]Hen,,,,,,
"Oliver Hazard Perry, boy of the sea.","Long, Laura.",11884,11995,1,Fiction,[Fict]Lon,,,,,,
